Rule_name,Group,Rule_category,Type,Origin,Rule_enabled,Response,Creation_date,Modification_date,Rule_ID,uuid
UBA : Suspicious Privileged Activity (First Observed Privilege Use),User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,"Dispatch New Event, Add to a Reference Map Of Sets",2016-06-15T21:29:50.250Z,2020-01-27T21:59:57.549Z,137052,9e46149e-fc43-4262-8a55-3db33f1c10a0
UBA : Suspicious Privileged Activity (Rarely Used Privilege),User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,"Dispatch New Event, Add to a Reference Map Of Sets",2016-06-09T21:15:41.640Z,2020-01-27T21:59:58.362Z,137102,e9726a50-9352-4eaf-ad6a-bc8eecc40c9a
UBA : Account or Group or Privileges Modified,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,Dispatch New Event,2016-07-14T05:08:38.730Z,2020-01-27T21:59:58.946Z,137152,8927074a-581f-41ae-93b0-3ea054bdca50
UBA : User Attempt to Use a Suspended Account,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,Dispatch New Event,2016-06-16T13:33:37.770Z,2020-01-27T21:59:58.901Z,137202,3f0d006c-74ee-47de-bcff-46240e982345
"UBA : Username to User Accounts, Privileged, Observed",User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,Add to a Reference Set,2016-05-11T18:04:55.200Z,2020-01-27T21:59:58.675Z,137352,ef5fe30c-90e7-4069-9c6f-87b78a4e56f7
UBA : Detected Activity from a Locked Machine,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-10-14T06:14:31.952Z,2020-01-27T22:02:05.754Z,137402,25ea2626-1fdd-4aee-a962-016792758ec3
UBA : Terminated User Activity,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,Dispatch New Event,2019-07-26T18:51:18.950Z,2020-01-27T22:02:05.451Z,137602,19c24abb-5109-4273-a737-88fc25ee9eb6
UBA : Multiple Sessions to Monitored Log Sources (NIS Directive),User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-10-01T16:06:31.046Z,2020-01-27T22:03:56.315Z,137652,050a184e-fbae-489a-a457-346e6603cebf
UBA : ShellBags Modified By Ransomware,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,Dispatch New Event,2017-11-09T10:32:55.710Z,2020-01-27T22:03:56.515Z,137952,9e055bf7-6215-4cdd-8713-b4fae2d510c7
UBA : Detect IOCs For Locky,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2018-01-15T10:18:37.650Z,2020-01-27T22:03:55.986Z,138002,a4640527-0453-4fb8-be41-417a5b9fcb1e
UBA : Detect IOCs for WannaCry,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2018-01-15T10:29:54.870Z,2020-01-27T22:03:55.672Z,138052,a44a3793-89bf-48ec-8a4a-af5edc180d02
UBA : Sharing Link Sent to Guest,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-09-17T09:53:15.962Z,2020-01-27T22:04:42.879Z,138602,b27026c9-f011-4d1f-9799-e17f435d0da8
UBA : User Added to a Group on SharePoint or OneDrive by Site Admin,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-09-17T05:48:53.781Z,2020-01-27T22:04:42.402Z,138652,ae53db2d-09ea-4ed3-9246-83a7394edfc7
UBA : Internal User Failed Mailbox Login Followed by Success,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-08-13T05:37:33.989Z,2020-01-27T22:04:42.716Z,138702,575bd52f-2a1d-4190-bee4-0296882f1476
UBA : Anonymous User Accessed a Resource,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-08-13T10:00:25.772Z,2020-01-27T22:04:42.791Z,138952,2200203d-5526-453a-9aaa-cad467f6722f
UBA : External User Failed Mailbox Login,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-08-05T07:25:20.895Z,2020-01-27T22:04:42.922Z,139002,3eb1a508-ed2f-4d11-ad89-e10640e13b88
UBA : Mailbox Permission Added and Deleted in a Short Period of Time,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-08-13T10:51:33.063Z,2020-01-27T22:04:42.490Z,139052,ff3fb68e-5540-455a-b4d8-4007cf0cecf0
UBA : Inbox Set to Forward to External Inbox,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,false,Dispatch New Event,2019-08-19T10:15:03.706Z,2020-01-27T22:04:42.839Z,139102,75d2fd36-f7f3-4ba0-84c1-b654e1559ebe
UBA : Browsed to Social Networking Website,User Behavior Analytics,Custom Rule,EVENT,SYSTEM,true,Dispatch New Event,2019-07-25T17:47:23.090Z,2020-01-27T22:05:30.861Z,139152,d399a8a9-e12c-4cce-9045-1c9d0c92ed22
Malware: ShadowPad Backdoor behavior detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-01-31T18:06:08.719Z,2021-01-21T13:54:31.471Z,139206,e5125fc0-5c19-44b4-b342-eaf03483abfc
Anomaly: VIP Account Password Reset not by himself,"Group ID: 100049, Anomaly, Produccion, Fravega",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-01-31T22:38:53.659Z,2020-07-22T07:50:45.313Z,139207,1e910cfb-3ce1-4780-9a49-8bab6ee9fdc1
[CO-PV-END] Admin Or Service Account Password Reset,"Produccion, Windows - Casos, Arcor, Fravega, Superveille, Techint",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-01-31T23:28:49.358Z,2021-09-20T12:41:25.057Z,139210,de53b552-4126-455d-bd50-5980e53b193d
FRA_Authentication: Interactive Login with Specific Accounts: Generic-Server-Accounts,"Produccion, Fravega",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-02-01T00:58:45.780Z,2020-07-09T04:24:30.430Z,139211,4ba149cc-dc92-49da-b4dc-23e4ddbd4854
_Availability: High Event Rate Device has stopped sending events,"System, Produccion",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-02-04T21:14:19.535Z,2020-06-22T17:39:53.155Z,139216,0aa641b5-e3e1-4141-9b17-336cef826979
_Availability: High Event Rate Log source has stopped sending events,"System, Produccion",Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Set",2020-02-04T21:17:43.890Z,2021-02-25T17:58:13.678Z,139217,38fb0439-eeb0-4301-b31c-9e4fd56e9e89
"X-Force Risky IP, Anonymization",User Behavior Analytics,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2020-02-10T15:05:53.310Z,2020-02-10T15:05:53.310Z,139252,bb66855d-8b7f-4147-adf0-2ed1af742934
"X-Force Risky IP, Botnet",User Behavior Analytics,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2020-02-10T15:05:54.809Z,2020-02-10T15:05:54.809Z,139253,8d12a7d6-3b13-47f3-a45d-0b9fb47a6977
"X-Force Risky IP, Dynamic",User Behavior Analytics,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2020-02-10T15:05:55.301Z,2020-02-10T15:05:55.301Z,139254,1d1f85ca-4658-46f6-8fa0-27436f2e6158
"X-Force Risky IP, Malware",User Behavior Analytics,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2020-02-10T15:05:55.742Z,2020-02-10T15:05:55.742Z,139255,217a1c91-e563-4bd9-8701-7de097fff2e4
"X-Force Risky IP, Spam",User Behavior Analytics,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2020-02-10T15:05:56.273Z,2020-02-10T15:05:56.273Z,139256,a5e59d28-8e8c-4756-84fc-8b3f00d7fc50
Policy: Possible Exposed SSH/ Telnet port,"Group ID: 100051, Produccion",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-02-13T15:51:02.320Z,2021-07-05T19:48:02.354Z,139257,5d4a2dca-230c-4f50-a547-41bb42f52072
Policy: Remote Desktop Access from the Internet,"Policy, Produccion",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-02-14T17:24:44.323Z,2020-02-14T17:24:44.307Z,139258,a8804865-f74e-477a-8235-67e93f3c2d9c
Malware: Fox Kitten Malware behavior detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-02-18T15:27:47.320Z,2021-01-21T13:46:41.558Z,139263,cbb4cae3-88fd-458b-bf81-8b525fdd8e5d
QRadar HA State changed from STANDBY/ONLINE,System,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-02-21T19:41:02.222Z,2020-04-09T16:15:17.770Z,139303,e7e4a7d2-17fe-4624-88fc-dfd998e8e4b5
FRA_Authentication: Interactive Login with Specific Accounts: Generic-Workstation-Accounts,"Produccion, Fravega",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-02-22T01:03:59.803Z,2022-03-23T20:37:29.869Z,139304,492d5d1c-9c0a-4537-ab98-5fafc6e57016
FRA_Authentication: Interactive Login with Specific Accounts: Generic-Accounts,"Produccion, Fravega",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-02-22T01:11:04.285Z,2020-05-06T02:24:26.423Z,139305,54290867-3a6a-4e31-9d67-2147a153181e
FRA_Authentication: Interactive Login with Specific Accounts in Specific Hosts: Desktop-VIPs Admin Login detected,,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-02-22T01:15:58.127Z,2020-03-03T00:15:37.678Z,139306,20d0b4ed-0e6c-46e7-8cec-311703e16373
Malware: Mozart Malware behavior detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-02-27T02:47:59.428Z,2021-01-21T13:51:40.649Z,139314,3882bd28-97df-49c0-9634-1d52c6efc220
[CO-PV-END] Unauthorized Shared Resources,"Produccion, Windows - Casos, Fravega, Randstad, Techint",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-04T20:47:22.405Z,2021-04-05T14:45:01.473Z,139317,2fc5049a-a31f-43bb-b94a-533f9d30bbdc
Potential Local Port Scan Detected,Recon,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2020-03-04T21:21:43.507Z,2020-03-04T21:21:43.507Z,139318,7c77133f-5ad8-40b8-bd41-e99a583104ac
FRA_Anomaly: Unauthorized Access APP_AUTOBLOQUEO,Fravega,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-03-05T16:07:59.203Z,2020-03-07T02:48:15.023Z,139320,1c3d19b3-80a6-4d7f-83f5-cf63d1499289
Anomaly: Former Employees Account Activity Detected,,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-03-07T03:41:29.493Z,2020-03-07T03:52:27.721Z,139352,83dcf00f-7802-41bb-b57e-44e3b51fce14
[CO-PV-END] User Account created or deleted,"Group ID: 100049, Anomaly, Produccion, Windows - Casos, Fravega, Pluspetrol, Randstad, San Cristobal, Techint",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-07T04:08:15.648Z,2022-01-14T14:36:44.147Z,139353,c4302a0b-cf86-433d-9124-3ed7fe486676
TEN_Malware: Potential Malware Outbreak on multiple Computers,"Produccion, Tenaris, Endpoint AV",Custom Rule,EVENT,USER,false,"Dispatch New Event, Add to a Reference Set",2020-03-19T15:32:18.617Z,2021-08-13T17:59:20.549Z,139402,da110ff5-8dab-4513-ac69-2e9561a67ef1
Phishing: Phishing Campaign COVID-19 detected,"Produccion, Tenaris, ALL, Fravega",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-03-20T20:25:14.910Z,2021-06-11T15:51:50.696Z,139403,cd16a607-0d36-47bb-b0f4-e3ff2f9c54b9
FRA_Authentication: Windows Multiple Login failures to an account with revoked credentials - OLD,"Produccion, Fravega",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-03-26T18:55:52.201Z,2021-05-10T17:32:55.512Z,139406,f4fa4c79-4535-4462-8317-e262bd62e226
B4_Anomaly: VEEAM Backup Failed,"System, Produccion",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-27T02:24:27.160Z,2021-04-27T22:41:00.633Z,139408,b9acf0f4-4373-4c1e-8de3-e2589aea5560
Cisco ASA VPN Login Successful,,Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Set, Add to a Reference Map",2020-03-27T19:17:12.306Z,2020-05-02T22:40:58.082Z,139409,f9b5d88e-04ec-4191-85e3-1bb5c54cfdc8
Cisco ASA VPN Logout,,Custom Rule,EVENT,USER,true,"Dispatch New Event, Remove from a Reference Set, Remove from a Reference Map",2020-03-27T19:18:31.258Z,2020-05-02T22:41:34.913Z,139410,fc8d75c9-ffbf-4a9f-873c-fd9f837a30e9
Cisco ASA VPN Login Failed,,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-27T19:20:38.161Z,2020-03-27T19:21:41.936Z,139411,ef8805c0-40ea-4fff-8349-c3064ae88f5b
_UBA : Multiple VPN Accounts Failed Login from Single IP,"Produccion, Tenaris, VPN, ALL, Fravega, Randstad, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-27T23:38:41.825Z,2021-08-18T18:27:48.495Z,139413,79723d48-c161-4675-a925-8f2acafbb758
_UBA : Multiple VPN Accounts Logged In from Single IP,"Produccion, VPN, Arcor, Fravega, Randstad, Techint, Virutex",Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Table",2020-03-27T23:41:22.916Z,2022-03-10T19:55:36.811Z,139414,1e57471f-47aa-4fee-8bec-42f598a57bc1
_UBA: Multiple Failed Logins for Single VPN Account,"Produccion, VPN, Randstad, San Cristobal, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-27T23:43:23.492Z,2021-07-27T20:22:06.951Z,139415,3c6a3cbc-7a0c-4186-92fe-72891be6f541
_UBA: User Access from Multiple IP Addresses with same VPN Account,,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-03-27T23:46:16.943Z,2020-04-07T18:57:43.219Z,139416,eea9c7c6-9648-4ef1-8d39-e39256230b93
_UBA : User Access from Multiple Geographic Locations,"Produccion, Tenaris, VPN, ALL, Fravega, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-27T23:48:22.604Z,2021-12-20T20:01:11.883Z,139417,ddf844f3-17b2-4970-b385-26c93eb758a3
_UBA : VPN Access By Service or Machine Account,"Produccion, Tenaris, ALL, Fravega, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-03-27T23:52:08.173Z,2020-07-27T21:48:37.840Z,139418,ece55b3e-90c7-45bb-97c6-eb21a6541bf2
TEN_Malware: Multiple Malware detected on same Computer,"Produccion, Tenaris, Endpoint AV",Custom Rule,EVENT,USER,false,"Dispatch New Event, Add to a Reference Set",2020-03-31T17:50:26.500Z,2021-07-22T13:31:10.249Z,139423,79f4efe2-22e3-49d2-bfda-51c9ab84b96c
TEN_Malware: Persistent Malware detected on same Computer,"Produccion, Tenaris, Endpoint AV",Custom Rule,EVENT,USER,false,"Dispatch New Event, Add to a Reference Set",2020-04-01T16:01:28.821Z,2021-07-19T20:22:22.335Z,139425,49dbadc4-07d1-4e2a-b5ab-8d2b65425859
Malware: Malware Clean Error,"Produccion, Tenaris, Endpoint AV, ALL, Arcor, Fravega, San Cristobal, Superveille, Techint",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-01T17:28:43.839Z,2021-09-29T16:29:57.639Z,139427,b35a9f63-2d92-46dd-b64c-157a698e3eb3
FRA_Malware: Persistent Malware detected on same Computer,"Produccion, Endpoint AV, Fravega",Custom Rule,EVENT,USER,false,"Dispatch New Event, Add to a Reference Set",2020-04-01T20:19:31.297Z,2021-07-19T20:22:20.763Z,139429,9357fe14-e249-479b-aed7-9afbaf5f99b2
FRA_Malware: Multiple Malware detected on same Computer,"Produccion, Endpoint AV, Fravega",Custom Rule,EVENT,USER,false,"Dispatch New Event, Add to a Reference Set",2020-04-01T20:26:19.741Z,2021-07-22T13:31:10.374Z,139430,b82b62fd-491e-4856-8a24-768c6de32709
FRA_Malware: Potential Malware Outbreak on multiple Computers,"Produccion, Endpoint AV, Fravega",Custom Rule,EVENT,USER,false,"Dispatch New Event, Add to a Reference Set",2020-04-01T20:27:20.957Z,2021-08-13T17:58:01.337Z,139431,5bc542ed-7eb0-44f6-94f8-53fa4732fa8d
Anomaly: Potential local network scan,"Produccion, Tenaris, ALL, Fravega, Techint, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-02T20:55:59.989Z,2021-07-21T19:34:10.645Z,139432,8d472042-8b9b-4496-947b-bc408c5a8934
[TI-TA] Suspicious Proxy User Agent,"Malware, Produccion, Tenaris, ALL, Fravega",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-03T21:45:36.017Z,2021-11-11T13:50:29.800Z,139436,e95c9f92-6b37-4e53-b7ec-ca7b98d19af3
Ransomware Behavior from Endpoint Security Logs,Ransomware,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2020-04-04T01:03:45.721Z,2020-04-04T01:03:45.721Z,139452,1777ee31-f032-4a16-bcc9-a74bf557f81a
Ransomware Behavior from Microsoft Windows Security Event Logs,Ransomware,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2020-04-04T01:03:46.276Z,2020-04-04T01:03:46.276Z,139453,d33f2b40-10b5-4b80-a542-61cfff646bcc
Malware: Possible Infected Machine,"Produccion, Tenaris, ALL, Fravega, Virutex",Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Set",2020-04-04T18:59:46.861Z,2022-01-21T16:47:19.808Z,139455,6e994c22-f779-4da3-b9bc-9d6cf9b23653
UBA : User Access from Prohibited Location,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2020-04-07T18:48:01.440Z,2020-04-07T18:48:01.440Z,139457,245dca07-7dce-4f2e-8e15-b219e382934a
_UBA : VPN Access from Prohibited Location OLD,"Produccion, Virutex",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-07T18:49:34.894Z,2020-09-23T22:27:07.044Z,139458,4e4bd5d6-93dc-4668-9b62-3d9fee892bf9
System Notification: Failure,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-08T20:04:19.041Z,2020-07-22T08:44:44.541Z,139459,7a39390e-16f4-4674-81cd-b042c60e87f6
System Notification: Disk,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-08T23:51:49.258Z,2020-07-22T08:43:51.311Z,139460,6b6c8a39-27f7-4de4-b449-8680f880956c
System Notification: Automatic Updates,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:14:44.507Z,2020-07-22T08:42:55.204Z,139461,684c5e78-90d2-4b92-8061-3c311624d297
System Notification: Custom Rules,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:18:54.247Z,2020-07-22T08:43:24.407Z,139462,24004417-5ed1-460c-a1de-d31943cee290
System Notification: Events and Flows,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:23:31.897Z,2020-07-22T08:44:16.974Z,139463,32fc5b0e-e750-477f-abdf-d9c52de4749c
System Notification: Repair,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:27:25.741Z,2020-07-22T08:46:32.755Z,139464,88f6ff78-e0d7-4f43-a1c4-7c5a9efa010a
System Notification: Offense,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:31:56.982Z,2020-07-22T08:46:00.983Z,139465,05e744d7-af68-4254-a0bd-3ca6e7512a8b
System notification: Memory and Backup,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:38:58.645Z,2020-07-22T08:45:35.048Z,139466,a4b3e53b-bf9a-4e53-9ff9-c1516eb92525
System notification: High Availability,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:47:14.396Z,2020-07-22T08:45:08.730Z,139467,81c8a962-5537-4b40-96bd-df475014bd7c
System notification:  License,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:50:21.313Z,2020-07-22T08:41:06.666Z,139468,74d5194c-84e6-419c-b602-9fc6cebbb6cb
System notification:  Limit,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:53:38.990Z,2020-07-22T08:39:33.500Z,139469,95ff95d6-2cd7-4343-aa82-c2c4f4011bc3
System notification:  Log Source,System,Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-09T00:58:08.247Z,2020-07-22T08:41:49.009Z,139470,a9472c48-5239-4a32-941a-8af76ffedd47
_A host or user joined a domain,"Compliance, Policy, System, Produccion",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-16T02:18:36.404Z,2020-04-18T01:14:21.048Z,139472,3546c337-04da-4da4-be8a-ef50d10f20a8
[CO-PV-END] A user account was locked out,"Authentication, Policy, System, Produccion, Windows - Casos, ALL",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-18T01:10:36.804Z,2022-01-12T14:36:57.970Z,139475,e8c53328-94f1-4b58-a60a-26850cbda8b6
_UBA: Multiple VPN Logins failure for the Same Username and Different Source IP,"Produccion, Tenaris, VPN, ALL, Randstad, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-28T21:50:33.792Z,2021-08-18T18:22:22.812Z,139552,22e94362-d7a2-407b-bdf2-ea61a4b005c8
MITRE ATTACK SYSMON: Defense Evasion T1099 Timestomp,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T22:33:11.432Z,2020-07-22T08:55:32.702Z,139553,0186616f-02e7-4c33-9f21-f461690ae625
MITRE ATTACK SYSMON: Discovery T1016 System Network Configuration Discovery,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T22:53:18.516Z,2020-07-22T08:56:15.040Z,139554,b6465477-9482-444e-a4d2-f24012319c01
MITRE ATTACK SYSMON: Discovery T1049 System Network Connections Discovery,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:00:39.073Z,2020-07-22T08:56:47.865Z,139555,f270b3da-f111-47b8-b547-0c8c14390a8d
MITRE ATTACK SYSMON: Discovery T1057 Process Discovery,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:04:12.634Z,2020-07-22T08:57:29.268Z,139556,4315cc03-3897-46ac-aebf-8a40da8a5498
MITRE ATTACK SYSMON: Discovery T1087 Account Discovery,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:06:14.250Z,2020-04-29T00:22:50.856Z,139557,344d127f-b06b-48c2-b991-b67041f1f364
MITRE ATTACK SYSMON: Execution S0029 Lateral Movement,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:18:03.683Z,2020-07-22T08:59:02.123Z,139559,07421239-59b0-43a1-b4a1-a1289209a432
MITRE ATTACK SYSMON: Lateral Movement T1021.006 Windows Remote Management,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:22:18.363Z,2020-08-19T20:11:15.228Z,139560,999bacc5-1f6a-451f-af9d-aaaa68ff7288
MITRE ATTACK SYSMON: Execution T1059 Command-Line Interface Metasploit Detection,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:26:28.218Z,2020-07-22T09:00:21.206Z,139561,78545b5d-7c55-434b-ba2b-a02c92886696
MITRE ATTACK SYSMON: Execution T1086 PowerShell,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:31:11.581Z,2020-07-22T09:01:19.289Z,139562,5bcefc6e-c736-4368-a70e-a17e120f81fd
MITRE ATTACK SYSMON: Execution T1202 Indirect Command Execution,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:47:10.272Z,2020-04-29T00:29:28.447Z,139563,ab07d467-2ac9-4e6d-97d0-d9cac21a7213
MITRE ATTACK SYSMON: Persistence T1546.008 Accessibility Features,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:52:03.952Z,2020-08-26T19:31:23.423Z,139564,9caef0a0-70bb-42f7-bfff-15bc03ffb8d2
MITRE ATTACK SYSMON: Persistence T1543.003 Windows Service,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-28T23:58:54.582Z,2020-08-26T19:32:56.641Z,139565,98bcd93b-c480-4fea-8d87-15e5f854d911
MITRE ATTACK SYSMON: Persistence T1053 Scheduled Task,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-29T00:07:02.911Z,2020-04-29T00:32:09.739Z,139566,91e64f24-5da5-48c7-ba92-36fe1b4c07b4
MITRE ATTACK SYSMON: Persistence T1136 Create Account,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-29T00:11:49.439Z,2020-07-22T09:03:21.300Z,139567,c721ee9c-9c50-4b9a-9500-618f52d4c00c
TEN_UBA: Multiple Login failures for a Logged in VPN Account with the same Source IP,"Testing, Tenaris",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-04-29T22:39:43.921Z,2021-06-10T18:25:07.316Z,139568,e6afd51b-b4c8-425f-86b9-ef0fdcb94fb5
MITRE ATTACK SYSMON: ToDo Persistence,Sysmon,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-04-30T01:25:59.914Z,2020-07-22T09:03:52.823Z,139569,8bdf1102-7939-4e1b-98d9-6a5f57d023bf
Phishing: Phishing Campaign Office 365 of Perswaysion-Aggah detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-05-04T21:04:23.377Z,2021-01-21T13:56:51.935Z,139572,d87cb4e5-4b37-49df-95a2-f88a8c73de2a
Malware: Malware Campaign Evilnum-Grandoreiro trojan banking detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-05-08T22:24:30.440Z,2021-01-21T14:03:50.653Z,139580,44f011e8-5129-4d5e-a4b8-cba0104733cd
FRA_Authentication: Interactive Login with Specific Accounts: Generic-Admin-Server-Accounts,"Produccion, Windows - Casos, Fravega",Custom Rule,EVENT,USER,true,Dispatch New Event,2020-05-21T02:35:36.204Z,2021-06-17T13:53:53.547Z,139604,ed75e117-d8dd-4d06-bc32-6d10e1c4a4c5
Malware: Snake/Ekans ICS Ransomware detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-06-08T23:12:36.209Z,2021-01-21T14:00:53.439Z,139608,b0a1b483-c2b4-476d-b21d-a13e96b3316a
Threat Intel: Multiple internal communications to different Cryptocurrency mining IP from same Source IP,"Cryptocurrency Mining, Threats, Threat Intelligence, Produccion, Tenaris, ALL, Fravega, Techint, Virutex",Custom Rule,EVENT,USER,false,Dispatch New Event,2020-06-09T15:15:31.588Z,2021-04-14T20:39:55.887Z,139611,041757e9-2873-4a01-a1be-316ed3afc645
Malware: Maze Ransomware Campaign behavior detected,Casos viejos DESACTIVADOS,Custom Rule,EVENT,USER,false,Dispatch New Event,2020-06-11T02:18:30.065Z,2021-01-21T14:01:41.414Z,139615,81cd07da-6f06-4344-96e3-70033e09ba1d
AWS Cloud: Cloud activity by root user,"Amazon AWS, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2020-06-11T14:56:34.772Z,2021-08-13T23:23:15.914Z,139616,70f73d12-4aba-44aa-927f-b165465f3b68
AWS Cloud: Security Group Configuration changes,"Amazon AWS, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2020-06-11T15:05:13.940Z,2021-08-13T23:26:35.286Z,139617,62331414-1279-406b-90b3-c00364ee10bf
